# ACTS Test Suite Generation: Sun Mar 04 12:55:21 CST 2018
#  * represents don't care value 

# Degree of interaction coverage: 3
# Number of parameters: 241
# Maximum number of values per parameter: 2
# Number of configurations: 60
# ****************************************************
JMP_BUF,RLIMIT_DATA,HAVE_TPF_CORE_SERIALIZED_ACCEPT,UTS21,DEFAULT_USER,ap_inet_addr,AUX3,BSD,MMAP_LIMIT,SEQUENT,S_IXUSR,CORE_EXPORT,MULTITHREAD,ULTRIX,NO_USE_SIGACTION,HAVE_NONE_SERIALIZED_ACCEPT,RISCIX,GPROF,AIX>=51,SCO5,USE_OS2SEM_SERIALIZED_ACCEPT,MMAP_THRESHOLD,RLIMIT_VMEM,DEFAULT_PIDLOG,IRIX,TYPES_CONFIG_FILE,ap_wait_t,SUNOS_LIB_PROTOTYPES,MINT,APACHE_SCOREBOARD_H,HARD_SERVER_LIMIT,BIG_SECURITY_HOLE,DEFAULT_LISTENBACKLOG,MAC_OS_X_SERVER,DEFAULT_EXCESS_REQUESTS_PER_CHILD,S_IRUSR,DEFAULT_START_DAEMON,RLIMIT_AS,SEQUENT>=44,AIX>=42,ISC,USEBCOPY,OS390,UW>=200,S_ISLNK,APACHE_AP_MMN_H,APACHE_READDIR_H,MAP_ANONYMOUS,SUEXEC_BIN,NEED_STRDUP,USE_SYSVSEM_SERIALIZED_ACCEPT,CORE_PRIVATE,HPUX10,HPUX11,S_IXOTH,BLOCK_MINALLOC,HAVE_PTHREAD_SERIALIZED_ACCEPT,APACHE_MD5_H,HAVE_BEOS_SERIALIZED_ACCEPT,HAVE_CANONICAL_FILENAME,API_VAR_EXPORT,S_IWUSR,DGUX,NETBSD,NEED_SIGNAL_INTERRUPT,USE_MMAP_FILES,INADDR_NONE,LYNXOS,TARGET,LINUX,DEFAULT_MAX_REQUESTS_PER_CHILD,ultrix,APACHE_BUFF_H,NEED_WAITPID,HAVE_DRIVE_LETTERS,DEFAULT_ERRORLOG,DEFAULT_LOGLEVEL,B_SFIO,AP_EBCDIC_H,MODULE_VAR_EXPORT,CORE_EXPORT_NONSTD,DEFAULT_PATH,HAVE_SYSVSEM_SERIALIZED_ACCEPT,S_IROTH,UW,USE_FCNTL_SERIALIZED_ACCEPT,MULTIPLE_GROUPS,S_IXGRP,APACHE_AP_H,APACHE_HTTP_REQUEST_H,USE_TPF_CORE_SERIALIZED_ACCEPT,POOL_DEBUG,HAVE_USLOCK_SERIALIZED_ACCEPT,USE_FNCTL_SERIALIZED_ACCEPT,HAVE_RINI_STRUCT,HAVE_FLOCK_SERIALIZED_ACCEPT,NEED_STRERROR,S_IWOTH,crypt,SERVER_SUPPORT,DEFAULT_LIMIT_REQUEST_LINE,USE_LONGJMP,APACHE_OS_H,APACHE_RFC1413_H,DEFAULT_RFC1413,UTIL_URI_H,RLIMIT_NPROC,OS2,CYGWIN,NEXT,APACHE_HTTP_CONFIG_H,LINUX>1,ASCIITEXT_MAGIC_TYPE_PREFIX,HTTPD_ROOT,SO_ACCEPTFILTER,BONE,SHELL_PATH,AP_CONFIG_H,USE_PTHREAD_SERIALIZED_ACCEPT,DEFAULT_CONTENT_TYPE,MAP_ANON,DEFAULT_KEEPALIVE,HAVE_OS2SEM_SERIALIZED_ACCEPT,BLOCK_MINFREE,DEFAULT_GROUP,APACHE_HTTP_VHOST_H,NO_GETTIMEOFDAY,S_ISREG,API_EXPORT,NEWSOS,CRAY,NO_KILLPG,S_ISDIR,S_IRGRP,CYGWIN_WINSOCK,MPE,S_IWGRP,LEGACY_KLUDGE,NO_SLACK,ADD_EBCDICCONVERT_DEBUG_HEADER,APACHE_HTTP_CONF_GLOBALS_H,SERVER_CONFIG_FILE,DEFAULT_TIMEOUT,SIGDUMP,DEFAULT_KEEPALIVE_TIMEOUT,DEFAULT_LOCKFILE,LOW_SLACK_LINE,ap_strtol,NO_ADDRESS,SIG_IGN,APACHE_UTIL_MD5_H,APACHE_HTTPD_H,FD_CLOEXEC,USE_BEOS_SERIALIZED_ACCEPT,AIX,RESOURCE_CONFIG_FILE,DEFAULT_SCOREBOARD,O_BINARY,HIUX,strncasecmp,AP_CTYPE_H,TPF,LOGNAME_MAX,NEED_STRCASECMP,NO_RELIABLE_PIPED_LOGS,APACHE_HTTP_PROTOCOL_H,SNI,SUNOS4,DYNAMIC_MODULE_LIMIT,DEFAULT_MIN_FREE_DAEMON,DEFAULT_USER_DIR,DEFAULT_INDEX,NO_OTHER_CHILD,offsetof,ULTRIX_BRAIN_DEATH,USE_TPF_ACCEPT,NEED_STRNCASECMP,CONVEXOS11,NET_SIZE_T,NEED_INITGROUPS,HAVE_UNC_PATHS,APACHE_HTTP_LOG_H,API_EXPORT_NONSTD,DEFAULT_THREADS_PER_CHILD,MODULE_MAGIC_NUMBER_MAJOR,BEOS,RLIMIT_CPU,APACHE_HTTP_CORE_H,WCOREDUMP,SOLARIS2,USE_USLOCK_SERIALIZED_ACCEPT,HAVE_SYS_RESOURCE_H,USE_TPF_SELECT,HPUX,UXPDS,SELECT_NEEDS_CAST,DEFAULT_LIMIT_REQUEST_FIELDSIZE,OPTIMIZE_TIMEOUTS,APACHE_HTTP_MAIN_H,NEED_RLIM_T,DEFAULT_MAX_FREE_DAEMON,initgroups,INLINE,CHARSET_EBCDIC,NEED_DIFFTIME,DEFAULT_LIMIT_REQUEST_FIELDS,SEQUENT<40,SEQUENT<44,SEQUENT<42,DEFAULT_INDEXING,OSF1,NO_TIMES,HAVE_FCNTL_SERIALIZED_ACCEPT,UW<700,APOLLO,ACCESS_CONFIG_FILE,USE_FLOCK_SERIALIZED_ACCEPT,USE_GNU_INLINE,SCOREBOARD_MAINTENANCE_INTERVAL,HAVE_SYSLOG,NETWARE,LINUX>20,QNX,DEFAULT_ACCESS_FNAME,HAVE_DLFCN_H,ENCORE,SVR4,DARWIN,MPRAS,USE_NONE_SERIALIZED_ACCEPT,MAC_OS,NEED_HASHBANG_EMUL,WIN32,APACHE_ALLOC_H,ATHEOS,PARAGON,DOCUMENT_LOCATION,SIG_ERR,CRAY2,SCO,DEBUG_SIGSTOP
true,true,true,true,false,false,false,false,true,true,false,false,false,false,true,true,true,true,true,true,true,true,false,false,false,false,true,true,false,false,true,true,false,false,false,false,false,false,true,true,true,true,false,false,false,false,true,true,true,true,false,false,true,true,false,false,true,true,true,true,true,true,false,false,false,true,true,false,true,false,false,true,false,false,false,false,true,true,false,false,true,true,true,true,false,true,true,false,false,false,false,true,true,false,false,false,true,false,false,true,false,true,true,true,false,true,true,false,false,false,true,true,true,false,false,false,true,false,false,true,true,true,true,false,false,true,true,true,false,true,true,false,false,false,false,true,true,false,false,true,false,true,true,false,true,false,true,true,true,true,true,false,false,false,true,true,true,false,false,false,false,true,false,true,false,false,true,false,false,false,false,true,true,true,true,true,false,true,false,false,true,false,false,false,true,true,true,false,false,false,false,true,true,false,true,false,false,true,true,true,false,false,true,true,true,false,false,true,false,true,false,true,true,true,false,false,true,true,false,false,true,true,true,false,true,false,false,true,false,false,true,false,false,true,false,false,false,true,false,true,true
false,false,false,false,false,false,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,true,true,true,false,false,true,true,false,false,true,true,true,true,true,true,false,false,false,false,true,true,true,true,false,false,false,false,true,true,false,false,true,true,false,false,false,false,false,false,true,true,true,false,false,true,false,true,true,false,true,true,true,true,false,false,true,true,false,false,false,false,true,false,false,true,true,true,true,false,false,true,true,true,false,true,true,false,true,false,false,false,true,false,false,true,true,true,false,false,false,true,true,true,false,true,true,false,false,false,false,true,true,false,false,false,true,false,false,true,true,true,true,false,false,true,true,false,true,false,false,true,false,true,false,false,false,false,false,true,true,true,false,false,false,true,true,true,true,false,true,false,true,true,false,true,true,true,true,false,false,false,false,false,true,false,true,true,false,true,true,true,false,false,false,true,true,true,true,false,false,true,false,true,true,false,false,false,true,true,false,false,false,true,true,false,true,false,true,false,false,false,true,true,false,false,true,true,false,false,false,true,false,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,false
false,false,false,true,true,true,true,false,true,false,false,false,false,true,false,true,false,true,true,false,true,false,true,false,true,false,false,true,false,true,true,false,true,false,false,true,false,true,true,false,true,false,false,true,false,true,false,true,true,false,true,false,false,true,false,true,false,true,true,false,true,false,true,true,false,true,false,false,false,false,false,false,true,false,true,true,true,true,true,true,true,true,false,false,true,true,false,false,false,true,false,true,false,false,false,false,false,false,true,false,true,false,true,true,true,false,true,false,false,true,true,true,true,true,false,true,false,false,true,false,false,true,false,true,true,false,true,true,false,false,true,true,false,false,false,true,false,true,true,false,true,false,false,false,true,true,false,true,true,true,true,false,false,false,true,true,false,true,true,true,false,false,true,false,false,false,false,true,true,false,false,true,true,false,true,false,true,true,false,false,false,true,false,true,true,false,true,false,true,true,false,false,true,true,false,true,true,true,true,false,false,true,false,false,true,false,false,false,false,true,true,true,false,false,true,false,false,true,false,true,true,true,false,true,true,false,true,false,true,false,false,false,false,false,true,false,false,true,true,true,false
true,true,true,false,true,true,false,true,false,true,true,false,true,false,false,false,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,false,true,true,false,true,false,true,true,false,true,true,false,false,false,false,false,true,false,false,true,true,false,true,false,false,true,false,true,false,true,true,true,true,false,true,true,true,true,true,true,false,false,true,false,false,false,false,false,false,true,false,true,false,false,true,true,true,false,false,false,true,true,false,true,true,true,false,false,false,true,false,false,true,true,false,true,true,false,true,false,false,false,true,false,true,true,false,true,true,false,true,false,false,true,false,false,true,true,false,false,true,true,true,false,true,true,false,true,false,false,true,true,false,false,true,true,false,false,false,true,true,true,false,false,true,false,false,false,false,true,true,true,true,true,true,false,false,true,true,false,true,true,false,true,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,true,false,false,true,false,false,false,false,true,true,false,true,true,false,true,true,true,true,false,false,false,false,true,false,true,true,false,true,false,false,false,true,false,false,true,false,true,true,true,true,true,true,true,false,false,true,false,false,false,true
true,true,false,false,false,false,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,false,false,false,false,true,false,true,true,true,false,true,true,false,true,true,false,true,false,false,false,false,false,false,true,false,true,false,false,true,false,false,false,true,false,true,true,false,true,false,false,true,false,false,true,false,true,true,true,true,true,true,true,true,false,false,true,false,true,false,true,false,true,false,false,true,false,true,false,true,true,true,false,false,true,true,false,false,false,true,false,false,true,false,false,true,false,true,false,false,false,true,false,true,true,false,true,false,true,true,true,false,false,true,false,true,true,false,true,false,false,true,false,true,false,true,false,false,true,false,true,true,true,false,true,true,true,false,false,false,false,false,true,false,false,true,true,true,false,true,true,true,false,true,true,false,true,false,false,true,true,false,false,false,true,false,false,true,false,false,true,false,true,true,true,true,false,false,true,false,true,true,false,true,false,true,true,false,true,false,false,false,true,true,false,true,false,false,false,true,true,true,true,false,false,true,false,false,false,true,true,true,false,false,false,true,true,false,false,true,true,false,true,false,false,true,true,false,false,true,true
false,false,false,false,false,false,false,false,false,false,true,true,true,false,true,true,true,true,false,false,false,true,true,false,true,false,true,true,false,false,true,true,false,true,false,true,true,false,false,true,true,true,true,true,true,true,true,false,false,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,false,true,false,false,false,true,false,false,false,true,false,true,false,true,true,true,true,false,true,true,true,false,true,false,true,false,true,false,true,true,true,false,true,true,false,true,true,true,false,true,false,false,true,false,true,true,false,false,true,false,false,true,false,true,false,false,false,true,true,false,true,false,false,true,false,true,true,false,true,false,true,false,false,false,false,true,false,true,false,true,false,false,false,false,true,true,true,true,true,true,true,false,false,false,true,false,true,false,false,false,false,true,false,true,true,false,false,true,false,true,false,true,true,false,true,true,false,true,false,false,false,true,true,true,false,true,true,false,true,false,true,false,false,true,false,true,true,true,false,false,true,false,true,true,true,false,false,false,true,false,true,false,true,true,true,false,false,false,true,true,true,false,false,true,false,false,false,true,false,true,true,true,false,true,true,false,false
false,false,true,true,true,true,true,true,true,true,false,true,false,false,true,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,true,true,false,true,true,true,false,true,true,false,true,true,false,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,true,false,true,false,true,false,false,true,false,true,true,true,true,true,false,true,false,true,true,true,true,true,false,false,true,false,true,false,false,false,true,true,false,false,true,false,false,true,false,true,true,true,false,false,true,true,true,false,true,true,false,false,true,true,false,true,true,true,false,true,false,false,true,false,true,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,true,false,false,false,true,true,false,true,false,true,true,true,false,true,true,false,true,false,true,true,true,true,true,false,false,true,false,true,true,false,false,false,true,true,false,true,false,false,true,false,false,false,true,false,false,true,true,true,false,false,false,true,false,false,true,true,true,false,false,false,true,false,false,true,true,true,true,false,false,true,false,true,true,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,false,true,true,true,false,false,true,false
true,true,true,true,true,true,true,false,false,false,true,true,false,true,false,true,false,false,false,false,true,false,false,true,true,true,true,false,false,false,true,true,true,false,true,false,false,false,false,false,false,true,true,false,true,true,false,true,false,true,false,true,true,true,true,false,true,false,true,true,true,true,false,true,false,true,false,true,false,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,true,false,true,true,false,true,false,true,true,false,true,false,true,true,true,true,true,false,true,false,false,false,true,true,false,true,false,true,false,false,false,true,false,true,true,false,false,false,false,false,false,true,false,true,true,true,true,true,true,false,true,true,true,true,false,true,false,false,true,false,false,true,true,true,false,false,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,true,true,false,true,false,false,true,true,true,false,false,true,false,true,true,false,true,true,true,false,true,true,false,false,false,true,true,true,false,true,true,false,false,true,true,true,true,false,true,true,false,false,false,false,true,true,true,true,false,false,true,false,true,true,false,false,false,false,false,true,true,true,true,false,true,true,true,false,false,false,true,true,false,true
false,false,false,true,false,true,false,true,true,false,true,false,true,false,true,false,false,false,true,false,true,true,false,true,true,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,false,true,false,false,false,false,true,true,false,true,true,false,true,false,true,true,false,true,false,true,true,false,false,true,false,true,true,false,false,false,true,true,false,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,true,false,true,true,false,true,false,false,true,true,true,false,true,false,false,true,true,false,true,false,false,true,true,true,true,true,false,false,true,true,false,false,true,true,true,false,true,true,false,true,false,false,true,true,false,true,true,true,true,false,false,false,true,true,false,false,true,false,true,false,false,false,false,true,true,true,false,false,true,true,true,true,false,false,true,true,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,true,true,true,true,true,false,false,false,false,false,true,false,true,false,true,true,false,true,false,true,true,false,false,true,true,true,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,true,true,true,false,false,true,false,true,false,true,true
false,false,true,false,true,false,false,false,false,true,false,true,true,true,true,true,false,true,true,true,true,false,true,true,false,true,false,false,true,true,false,false,true,false,false,false,true,false,true,true,true,false,true,false,false,true,true,true,true,false,false,false,false,true,false,false,true,false,true,true,false,false,true,true,true,true,false,false,false,true,true,true,false,true,true,true,false,false,false,false,true,true,false,false,false,false,true,false,false,false,false,true,false,true,false,false,true,true,false,true,false,true,false,true,true,false,false,true,false,false,true,false,false,false,true,true,true,false,false,false,true,true,true,true,true,true,false,false,false,false,true,true,true,true,true,false,false,false,true,false,true,true,false,true,true,true,false,true,false,true,true,true,false,false,false,false,true,false,false,false,true,true,true,false,false,false,true,true,true,true,false,false,false,false,true,true,true,true,true,true,true,false,false,false,false,false,true,true,true,false,true,false,false,false,false,true,true,true,true,false,false,false,true,false,false,true,false,true,false,false,true,true,false,true,false,true,true,true,false,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,true,true,true,false,true,false,false
true,false,false,false,false,true,false,false,true,true,false,false,true,true,false,true,true,false,true,false,false,true,true,true,false,false,false,true,false,false,true,false,true,true,true,false,true,true,false,true,false,true,false,false,true,false,false,true,false,false,true,false,true,false,true,true,true,true,true,false,true,true,false,false,true,false,true,true,false,false,true,false,true,false,false,true,true,true,true,false,true,true,false,true,false,false,true,true,false,true,true,false,false,true,false,false,true,true,false,false,true,false,false,false,false,false,true,true,false,false,true,true,true,true,false,false,true,true,false,true,false,true,true,false,true,false,false,false,false,true,false,true,false,false,false,false,true,false,true,true,false,true,true,true,false,false,false,true,false,true,false,false,true,false,false,true,true,true,true,true,false,true,true,true,true,false,false,true,true,true,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,true,true,true,true,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,true,false,false,true,true,true,false,false,true,false,false,true,true,false,false,true
true,true,true,true,false,false,false,false,true,false,true,true,true,true,false,false,false,true,false,false,false,true,true,true,true,false,false,false,true,true,false,true,false,false,true,true,false,false,true,true,true,false,true,true,false,false,true,true,true,false,true,false,false,true,true,true,false,true,false,false,true,false,false,false,false,false,true,true,true,true,false,true,false,false,true,false,true,false,false,true,false,false,true,false,false,true,false,true,true,true,false,true,true,false,true,false,false,true,true,false,false,true,true,true,false,true,true,false,true,true,false,false,false,false,true,false,false,false,false,false,true,false,true,false,false,true,false,true,true,true,true,false,false,false,true,true,false,true,true,true,true,false,false,true,true,true,true,false,true,false,false,true,true,true,true,false,false,false,false,true,false,false,false,true,false,true,true,false,false,false,false,true,false,false,true,true,true,true,false,true,true,true,true,true,true,false,false,true,false,false,false,false,false,true,true,false,true,false,false,true,false,false,true,true,false,false,false,false,false,false,true,true,false,false,true,false,true,true,false,true,true,true,true,true,false,true,true,true,true,false,false,false,false,false,true,false,false,false,true,true,false
false,false,false,false,true,false,true,false,true,false,true,false,false,true,true,true,true,false,false,true,false,true,false,false,false,true,false,false,true,true,true,true,true,true,false,true,true,false,true,false,false,true,true,true,false,true,false,false,true,false,false,true,false,true,false,true,false,false,true,false,true,true,true,false,false,false,true,false,true,false,false,true,false,false,true,true,false,true,true,false,false,false,true,true,true,true,false,true,true,false,true,true,false,true,false,true,true,false,true,true,false,false,false,false,true,true,false,true,false,false,true,true,true,false,false,false,false,true,true,false,false,true,false,false,true,true,true,true,true,false,true,false,false,false,true,false,true,true,false,true,false,false,true,false,true,false,false,true,false,true,true,true,false,false,true,true,true,false,false,false,true,true,false,false,false,true,false,false,true,true,false,false,true,true,false,false,true,false,true,true,true,false,true,true,true,true,false,false,false,true,false,true,false,true,true,true,true,false,true,false,false,true,false,false,false,false,true,true,false,true,false,false,true,false,false,true,true,true,false,false,false,false,true,false,false,true,false,false,true,true,false,true,false,false,true,true,false,false,false,false,false
true,true,true,true,false,false,true,true,false,false,false,false,false,false,true,true,false,false,true,true,true,true,true,true,true,false,false,false,true,true,true,false,false,true,true,true,true,true,false,false,true,false,false,false,true,true,true,false,false,false,false,true,true,false,false,false,false,true,false,true,false,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,false,true,true,true,true,true,false,true,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,false,true,true,true,true,false,false,false,true,true,false,false,true,true,true,false,false,false,false,true,true,true,false,false,false,false,true,false,false,false,true,true,false,false,false,true,true,true,false,true,false,true,false,false,false,true,true,false,false,false,true,false,true,true,false,false,false,false,true,false,false,false,true,true,true,false,true,true,false,false,true,true,true,true,false,true,true,true,true,false,false,false,false,false,false,true,true,true,true,false,true,false,true,false,false,false,false,true,false,true,false,false,true,true,true,true,false,false,true,false,true,true,false,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true
false,true,false,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,false,false,true,true,false,false,true,false,true,false,false,false,false,true,false,true,false,true,false,true,true,false,false,false,true,false,true,true,true,true,true,false,true,false,true,false,true,true,false,false,true,true,true,false,true,true,true,false,false,true,true,false,true,false,false,true,false,false,true,true,true,false,true,true,false,false,false,true,false,true,false,false,false,false,false,true,true,true,false,false,false,true,true,false,false,true,true,true,true,true,true,true,false,false,false,false,true,true,true,false,true,false,true,false,false,true,false,true,false,true,false,true,false,false,true,true,false,false,false,false,false,false,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,false,false,false,false,true,false,false,false,false,true,false,true,true,true,true,false,false,false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,true,true,true,false,true,true,false,false,true,true,false,true,false,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,false,true,true,true,true,true,false,true,false,true,true,true
true,false,false,false,false,true,true,false,false,true,false,true,false,false,false,false,true,true,true,false,true,true,true,false,true,true,true,false,true,false,false,false,true,false,false,true,false,false,false,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,false,true,false,false,false,false,true,false,true,true,false,false,true,false,false,true,true,false,true,false,true,false,false,false,false,true,false,true,false,true,true,false,true,true,true,true,true,true,true,false,true,true,false,true,false,false,true,true,true,false,false,false,false,false,false,false,true,true,false,true,false,true,true,true,true,true,true,false,true,true,true,false,true,false,true,false,false,false,false,true,true,true,false,false,false,false,true,false,false,true,false,false,true,true,true,false,false,false,true,true,false,true,true,true,false,false,true,true,true,false,true,false,true,true,false,true,false,true,false,true,true,true,false,true,true,false,true,true,true,false,true,false,false,true,false,true,false,false,false,false,true,true,false,true,true,true,true,false,true,false,true,false,false,false,true,false,false,true,true,true,true,false,false,true,false,false,false,false,false,false,true,false,true,true,false,false,false,false,true,false,false,false,false,true,false,false,false
false,true,true,true,true,true,false,true,true,false,false,true,true,false,false,true,false,true,true,false,false,false,true,false,false,true,true,true,true,false,true,false,false,true,true,true,false,true,true,true,false,false,true,false,true,false,false,false,false,true,false,true,false,true,false,false,false,false,true,false,true,false,false,true,false,false,false,false,true,true,false,false,true,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,true,true,false,false,true,false,true,false,true,true,false,false,false,false,true,true,true,true,false,true,false,true,true,true,false,false,true,false,true,true,true,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,true,false,true,true,true,true,true,true,false,false,true,true,false,false,false,false,true,false,true,false,false,true,false,false,true,true,true,true,true,true,false,true,true,true,true,false,true,false,false,false,false,true,true,true,false,false,true,true,true,true,false,false,false,false,false,true,true,true,true,true,true,false,true,true,false,false,false,true,true,true,false,false,true,false,true,false,false,false,true,true,false,false
true,false,false,false,false,true,false,false,false,true,true,false,false,true,false,true,true,false,false,true,true,false,true,false,true,false,true,true,false,true,false,true,false,true,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,true,true,false,true,false,true,false,true,false,false,true,false,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true,false,true,false,true,false,false,true,true,true,false,true,false,false,true,true,true,true,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,false,false,false,false,true,false,true,false,true,true,false,false,true,true,true,false,true,false,false,true,false,true,true,true,false,true,false,false,true,true,false,false,false,true,true,false,false,false,false,false,true,true,false,true,false,false,false,true,true,true,true,true,false,false,true,true,true,true,false,true,false,false,false,true,false,true,false,false,true,false,true,false,false,true,true,false,false,false,true,true,false,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,false,true,true,true,true,true,false,true,true,false,true,true,true,false,true,false,false,false,false,true,false,false,true,false,true,true,true,false,true,true,false,true,true
true,true,true,false,true,true,true,false,false,true,false,true,false,false,true,false,true,false,false,true,true,false,false,true,true,true,false,true,false,true,true,false,true,false,true,false,true,true,true,true,true,true,false,false,false,false,false,true,false,true,true,true,false,false,false,true,false,true,false,false,false,false,false,false,true,true,false,true,false,false,true,false,false,true,false,true,true,false,false,true,false,false,true,false,false,true,true,false,true,false,false,true,false,true,false,false,true,true,true,false,true,false,true,true,false,false,false,false,true,true,true,true,true,false,true,false,false,true,false,false,false,false,true,true,true,true,true,true,false,false,false,true,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,true,false,true,false,true,true,true,false,false,false,true,false,false,true,false,false,false,true,false,true,false,true,true,false,true,true,false,true,true,false,false,true,true,true,true,true,false,false,true,false,true,true,false,true,true,false,true,false,true,false,true,true,true,false,true,true,false,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,false,true,false,true,false,true,true,false,false,true,false,false,true,false,true,true,false,false,false,false,true
false,true,false,false,true,false,true,true,true,false,true,false,true,false,false,false,false,true,false,true,false,false,true,true,false,false,true,true,false,true,true,true,true,false,false,false,true,true,false,true,false,true,true,true,false,false,true,true,true,false,false,true,true,true,true,false,true,true,false,false,true,false,true,true,false,true,true,false,false,false,true,false,false,false,false,false,false,true,true,false,true,true,true,false,false,false,false,true,true,true,true,false,false,false,false,true,false,true,false,true,true,true,true,true,false,true,true,true,false,false,false,false,false,true,false,false,true,false,false,true,true,false,false,true,false,false,true,false,true,false,true,false,true,true,true,true,false,true,true,true,true,true,false,true,false,true,false,false,true,true,true,false,true,false,false,false,true,true,false,true,false,false,true,false,false,true,false,true,true,false,false,true,true,false,true,false,true,false,true,false,false,true,false,false,true,true,false,false,false,true,true,true,false,true,false,true,true,false,false,false,false,false,true,false,true,true,true,false,false,false,true,true,false,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,true,true,false,false,false,true,true,false,false,true,true
false,true,false,true,true,false,true,true,true,true,true,false,false,false,true,true,true,true,false,true,false,true,false,true,false,true,false,true,false,false,false,false,true,true,true,false,true,true,true,false,true,false,true,true,true,true,true,false,true,true,true,false,true,false,true,false,false,true,false,true,false,true,false,true,false,true,false,true,false,false,false,true,true,false,true,false,false,true,false,true,true,false,false,true,true,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,true,true,false,true,true,true,true,false,true,true,true,true,true,true,false,true,false,false,false,false,false,true,true,true,false,false,false,true,false,true,true,true,false,false,true,false,true,true,true,true,false,false,false,true,false,true,false,false,false,true,true,true,false,false,true,false,true,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,true,true,true,true,true,false,true,true,true,true,true,false,false,false,true,false,false,true,false,true,false,true,false,false,true,false,false,false,false,false,true,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,true,false,false,true,false,true,true,true,false,true,true,false
true,false,true,false,true,false,true,false,false,true,false,false,true,true,false,false,true,false,true,false,false,false,false,false,true,false,false,true,true,true,false,true,false,false,false,true,false,true,false,true,false,false,false,false,true,true,false,false,false,false,false,true,false,true,true,true,true,true,true,true,false,true,true,false,true,true,true,false,true,true,false,true,false,false,true,true,false,true,true,true,false,true,true,true,true,false,true,false,false,true,false,false,true,true,true,true,true,true,false,false,true,false,true,true,false,true,false,false,true,false,false,false,true,false,false,true,true,false,true,false,true,true,true,false,true,false,false,true,false,true,false,true,false,false,false,false,true,false,false,true,false,false,false,true,false,false,true,true,true,false,false,true,false,false,true,false,false,true,true,true,true,true,false,false,false,false,false,true,true,true,true,true,false,true,true,false,true,true,true,false,true,false,true,true,true,false,false,false,true,true,true,false,false,true,false,true,true,true,true,false,true,false,false,true,true,false,true,true,false,true,true,false,true,true,false,false,false,true,false,true,false,true,true,false,true,false,true,false,true,true,true,true,false,true,false,false,false,false,true,true,false
